title,url,bibtex,bibtex_type,bibtex_title,bibtex_year,language
A heuristic tool for measuring software quality using program language standards.,https://www.ccis2k.org/iajit/images/Year2022/No.3/20015.pdf,"@article{abdallah2022heuristic,
  title={A heuristic tool for measuring software quality using program language standards.},
  author={Abdallah, Mohammad and Alrifaee, Mustafa},
  journal={Int. Arab J. Inf. Technol.},
  volume={19},
  number={3},
  pages={314--322},
  year={2022}
}",article,A heuristic tool for measuring software quality using program language standards.,2022,en
Accepted or Abandoned? Predicting the Fate of Code Changes.,https://www.academia.edu/download/99910125/1912.03437v1.pdf,"@article{islam2019accepted,
  title={Accepted or Abandoned? Predicting the Fate of Code Changes.},
  author={Islam, Md Khairul and Ahmed, Toufique and Ahmed, Fahim and Iqbal, Anindya},
  journal={CoRR},
  year={2019}
}",article,Accepted or Abandoned? Predicting the Fate of Code Changes.,2019,en
SOLUTION OF CONSTRAINTS THROUGH THINKING PROCESS IN SOFTWARE CODE REVIEWS,https://dergipark.org.tr/en/download/article-file/381464,"@article{sahin2017solution,
  title={SOLUTION OF CONSTRAINTS THROUGH THINKING PROCESS IN SOFTWARE CODE REVIEWS},
  author={Sahin, Yildiz and Kumru, Pinar Yildiz and Gun, Ozgur},
  journal={The Eurasia Proceedings of Science Technology Engineering and Mathematics},
  number={1},
  pages={411--419},
  year={2017},
  publisher={ISRES Publishing}
}",article,SOLUTION OF CONSTRAINTS THROUGH THINKING PROCESS IN SOFTWARE CODE REVIEWS,2017,en
Vidi: The visual design inspector,https://ieeexplore.ieee.org/abstract/document/7203035/,"@inproceedings{tymchuk2015vidi,
  title={Vidi: The visual design inspector},
  author={Tymchuk, Yuriy and Mocci, Andrea and Lanza, Michele},
  booktitle={2015 IEEE/ACM 37th IEEE International Conference on Software Engineering},
  volume={2},
  pages={653--656},
  year={2015},
  organization={IEEE}
}",inproceedings,Vidi: The visual design inspector,2015,en
Understanding review expertise of developers: A reviewer recommendation approach based on latent dirichlet allocation,https://www.mdpi.com/2073-8994/10/4/114,"@article{kim2018understanding,
  title={Understanding review expertise of developers: A reviewer recommendation approach based on latent dirichlet allocation},
  author={Kim, Jungil and Lee, Eunjoo},
  journal={Symmetry},
  volume={10},
  number={4},
  pages={114},
  year={2018},
  publisher={MDPI}
}",article,Understanding review expertise of developers: A reviewer recommendation approach based on latent dirichlet allocation,2018,en
The utility of complexity metrics during code reviews for CSE software projects,https://www.sciencedirect.com/science/article/pii/S0167739X2400270X,"@article{willenbring2024utility,
  title={The utility of complexity metrics during code reviews for CSE software projects},
  author={Willenbring, James M and Walia, Gursimran Singh},
  journal={Future Generation Computer Systems},
  volume={160},
  pages={65--75},
  year={2024},
  publisher={Elsevier}
}",article,The utility of complexity metrics during code reviews for CSE software projects,2024,en
Automated identification of toxic code reviews using toxicr,https://dl.acm.org/doi/abs/10.1145/3583562,"@article{sarker2023automated,
  title={Automated identification of toxic code reviews using toxicr},
  author={Sarker, Jaydeb and Turzo, Asif Kamal and Dong, Ming and Bosu, Amiangshu},
  journal={ACM Transactions on Software Engineering and Methodology},
  volume={32},
  number={5},
  pages={1--32},
  year={2023},
  publisher={ACM New York, NY}
}",article,Automated identification of toxic code reviews using toxicr,2023,en
On Assessing the Relevance of Code Reviews Authored by Generative Models,https://arxiv.org/abs/2512.15466,"@article{heumuller2025assessing,
  title={On Assessing the Relevance of Code Reviews Authored by Generative Models},
  author={Heum{\""u}ller, Robert and Ortmeier, Frank},
  journal={arXiv preprint arXiv:2512.15466},
  year={2025}
}",article,On Assessing the Relevance of Code Reviews Authored by Generative Models,2025,en
Finding privacy-relevant source code,https://ieeexplore.ieee.org/abstract/document/10621719/,"@inproceedings{tang2024finding,
  title={Finding privacy-relevant source code},
  author={Tang, Feiyang and {\O}stvold, Bjarte M},
  booktitle={2024 IEEE International Conference on Software Analysis, Evolution and Reengineering-Companion (SANER-C)},
  pages={111--118},
  year={2024},
  organization={IEEE}
}",inproceedings,Finding privacy-relevant source code,2024,en
Which bugs are missed in code reviews: An empirical study on SmartSHARK dataset,https://dl.acm.org/doi/abs/10.1145/3524842.3527997,"@inproceedings{khoshnoud2022bugs,
  title={Which bugs are missed in code reviews: An empirical study on SmartSHARK dataset},
  author={Khoshnoud, Fatemeh and Nasab, Ali Rezaei and Toudeji, Zahra and Sami, Ashkan},
  booktitle={Proceedings of the 19th International Conference on Mining Software Repositories},
  pages={137--141},
  year={2022}
}",inproceedings,Which bugs are missed in code reviews: An empirical study on SmartSHARK dataset,2022,en
Towards efficient fine-tuning of language models with organizational data for automated software review,https://ieeexplore.ieee.org/abstract/document/10599336/,"@article{nashaat2024towards,
  title={Towards efficient fine-tuning of language models with organizational data for automated software review},
  author={Nashaat, Mona and Miller, James},
  journal={IEEE Transactions on Software Engineering},
  year={2024},
  publisher={IEEE}
}",article,Towards efficient fine-tuning of language models with organizational data for automated software review,2024,en
Optimal Recommendations for Source Code Reviews,https://is.muni.cz/th/k4e91/thesis_Archive.pdf,"@article{lipvcak2017optimal,
  title={Optimal Recommendations for Source Code Reviews},
  author={Lip{\v{c}}{\'a}k, Jakub},
  journal={Masaryk University},
  year={2017}
}",article,Optimal Recommendations for Source Code Reviews,2017,en
Improved code defect detection with fault links,https://onlinelibrary.wiley.com/doi/abs/10.1002/stvr.426,"@article{hayes2011improved,
  title={Improved code defect detection with fault links},
  author={Hayes, Jane Huffman and Chemannoor, Inies R and Holbrook, E Ashlee},
  journal={Software Testing, Verification and Reliability},
  volume={21},
  number={4},
  pages={299--325},
  year={2011},
  publisher={Wiley Online Library}
}",article,Improved code defect detection with fault links,2011,en
The design and field evaluation of a repeatable collaborative software code inspection process,https://link.springer.com/chapter/10.1007/11560296_26,"@inproceedings{koneri2005design,
  title={The design and field evaluation of a repeatable collaborative software code inspection process},
  author={Koneri, Pushpa G and de Vreede, Gert-Jan and Dean, Douglas L and Fruhling, Ann L and Wolcott, Peter},
  booktitle={International Conference on Collaboration and Technology},
  pages={325--340},
  year={2005},
  organization={Springer}
}",inproceedings,The design and field evaluation of a repeatable collaborative software code inspection process,2005,en
A proposed code inspection model using program slicing technique,https://ieeexplore.ieee.org/abstract/document/9250784/,"@inproceedings{jaber2020proposed,
  title={A proposed code inspection model using program slicing technique},
  author={Jaber, Tamara and Abdallah, Mohammad and Al-thunibat, Ahmad},
  booktitle={2020 IEEE 5th International Conference on Computing Communication and Automation (ICCCA)},
  pages={275--279},
  year={2020},
  organization={IEEE}
}",inproceedings,A proposed code inspection model using program slicing technique,2020,en
In search of theory and tools to support code inspections,https://ieeexplore.ieee.org/abstract/document/656306/,"@inproceedings{rodgers1998search,
  title={In search of theory and tools to support code inspections},
  author={Rodgers, Thomas Lee and Vogel, Douglas R and Purdin, Titus and Saints, Bill},
  booktitle={Proceedings of the Thirty-First Hawaii International Conference on System Sciences},
  volume={3},
  pages={370--378},
  year={1998},
  organization={IEEE}
}",inproceedings,In search of theory and tools to support code inspections,1998,en
Targeted code inspection based on human errors,https://ieeexplore.ieee.org/abstract/document/9700224/,"@inproceedings{huang2021targeted,
  title={Targeted code inspection based on human errors},
  author={Huang, Fuqun and Madeira, Henrique},
  booktitle={2021 IEEE International Symposium on Software Reliability Engineering Workshops (ISSREW)},
  pages={274--275},
  year={2021},
  organization={IEEE}
}",inproceedings,Targeted code inspection based on human errors,2021,en
"Anywhere, Anytime Code Inspections: Using the Web to Remove Inspection Bottlenecks in Large-Scale Software Development or Studies in Interval Reduction",https://users.ece.utexas.edu/~perry/work/papers/icse97.pdf,"@article{perpichanywhere,
  title={Anywhere, Anytime Code Inspections: Using the Web to Remove Inspection Bottlenecks in Large-Scale Software Development or Studies in Interval Reduction},
  author={Perpich, James and Perry, Dewayne E and Porter, Adam and Votta, Lawrence G and Wade, Michael W}
}",article,"Anywhere, Anytime Code Inspections: Using the Web to Remove Inspection Bottlenecks in Large-Scale Software Development or Studies in Interval Reduction",,en
Leveraging large language models to detect npm malicious packages,https://arxiv.org/abs/2403.12196,"@article{zahan2024leveraging,
  title={Leveraging large language models to detect npm malicious packages},
  author={Zahan, Nusrat and Burckhardt, Philipp and Lysenko, Mikola and Aboukhadijeh, Feross and Williams, Laurie},
  journal={arXiv preprint arXiv:2403.12196},
  year={2024}
}",article,Leveraging large language models to detect npm malicious packages,2024,en
A reflective practice of automated and manual code reviews for a studio project,https://ieeexplore.ieee.org/abstract/document/1515372/,"@inproceedings{oh2005reflective,
  title={A reflective practice of automated and manual code reviews for a studio project},
  author={Oh, Jun-Suk and Choi, Ho-Jin},
  booktitle={Fourth Annual ACIS International Conference on Computer and Information Science (ICIS'05)},
  pages={37--42},
  year={2005},
  organization={IEEE}
}",inproceedings,A reflective practice of automated and manual code reviews for a studio project,2005,en
A WWW-based tool for software inspection,https://ieeexplore.ieee.org/abstract/document/656308/,"@inproceedings{harjumaa1998based,
  title={A WWW-based tool for software inspection},
  author={Harjumaa, Lasse and Tervonen, Ilkka},
  booktitle={Proceedings of the Thirty-First Hawaii International Conference on System Sciences},
  volume={3},
  pages={379--388},
  year={1998},
  organization={IEEE}
}",inproceedings,A WWW-based tool for software inspection,1998,en
Utilizing risk number and program slicing to improve human-machine pair inspection,https://ieeexplore.ieee.org/abstract/document/10321879/,"@inproceedings{dai2023utilizing,
  title={Utilizing risk number and program slicing to improve human-machine pair inspection},
  author={Dai, Yujun and Liu, Shaoying and Xu, Guangquan and Liu, Ai},
  booktitle={2023 27th International Conference on Engineering of Complex Computer Systems (ICECCS)},
  pages={108--115},
  year={2023},
  organization={IEEE}
}",inproceedings,Utilizing risk number and program slicing to improve human-machine pair inspection,2023,en
An approach for continuous inspection of source code,https://dl.acm.org/doi/abs/10.1145/1370099.1370104,"@inproceedings{prause2008approach,
  title={An approach for continuous inspection of source code},
  author={Prause, Christian R and Apelt, Stefan},
  booktitle={Proceedings of the 6th international workshop on Software quality},
  pages={17--22},
  year={2008}
}",inproceedings,An approach for continuous inspection of source code,2008,en
General methods for software architecture recovery: a potential approach and its evaluation,https://link.springer.com/article/10.1007/s10664-017-9543-z,"@article{tamburri2018general,
  title={General methods for software architecture recovery: a potential approach and its evaluation},
  author={Tamburri, Damian A and Kazman, Rick},
  journal={Empirical Software Engineering},
  volume={23},
  number={3},
  pages={1457--1489},
  year={2018},
  publisher={Springer}
}",article,General methods for software architecture recovery: a potential approach and its evaluation,2018,en
"Modeling of railway logics for reverse engineering, verification and refactoring",https://www.witpress.com/elibrary/SSE-volumes/1/1/490,"@article{flammini2011modeling,
  title={Modeling of railway logics for reverse engineering, verification and refactoring},
  author={Flammini, Francesco and Lazzaro, A and Mazzocca, N},
  journal={International Journal of Safety and Security Engineering},
  volume={1},
  number={1},
  pages={77--94},
  year={2011},
  publisher={WIT Press}
}",article,"Modeling of railway logics for reverse engineering, verification and refactoring",2011,en
